From: 2016-05-29 18:32:47.857
To: 2016-06-03 12:45:24.362

DATE,PROCESS,USER,PROTOCOL,SRC_IP,SRC_PORT,SRC_PORT_NAME,DEST_IP,DEST_PORT,DEST_PORT_NAME
2016-05-29 19:32:45.222,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,104.244.43.199,137,netbios-ns
2016-05-29 19:47:44.106,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49723,,a23-214-143-15.deploy.static.akamaitechnologies.com,80,http
2016-05-29 20:02:44.101,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49726,,104.244.43.7,443,https
2016-05-29 20:02:45.105,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,104.244.43.7,137,netbios-ns
2016-05-29 20:32:47.706,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49740,,157.55.240.220,443,https
2016-05-29 20:32:48.488,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,157.55.240.220,137,netbios-ns
2016-05-29 20:32:49.937,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49742,,134.170.58.121,443,https
2016-05-29 20:32:50.493,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,134.170.58.121,137,netbios-ns
2016-05-29 20:32:50.846,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49743,,8.254.218.126,80,http
2016-05-29 20:32:51.596,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,8.254.218.126,137,netbios-ns
2016-05-29 20:34:19.752,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49747,,134.170.53.30,443,https
2016-05-29 20:34:19.898,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,134.170.53.30,137,netbios-ns
2016-05-29 20:34:20.502,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49748,,13.107.4.50,80,http
2016-05-29 20:34:20.892,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,13.107.4.50,137,netbios-ns
2016-05-29 21:26:41.062,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49764,,65.55.138.111,443,https
2016-05-29 21:26:41.885,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,65.55.138.111,137,netbios-ns
2016-05-29 21:26:42.465,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49766,,msnbot-191-232-139-2.search.msn.com,443,https
2016-05-29 21:26:46.224,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49767,,65.55.44.51,443,https
2016-05-29 21:26:46.995,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,65.55.44.51,137,netbios-ns
2016-05-29 22:47:44.204,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49802,,a23-35-118-135.deploy.static.akamaitechnologies.com,80,http
2016-05-29 23:32:44.231,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49815,,104.244.43.71,443,https
2016-05-29 23:32:45.299,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,104.244.43.71,137,netbios-ns
2016-05-30 00:02:50.499,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49829,,131.253.61.96,443,https
2016-05-30 00:02:51.007,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,131.253.61.96,137,netbios-ns
2016-05-30 00:17:46.547,C:\Windows\System32\wermgr.exe,AUTORITE NT\Système,tcp,MyComputer,49836,,msnbot-65-55-252-43.search.msn.com,443,https
2016-05-30 00:52:07.797,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49854,,104.244.43.103,443,https
2016-05-30 00:52:07.798,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49853,,a23-216-241-218.deploy.static.akamaitechnologies.com,80,http
2016-05-30 00:52:07.869,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49855,,a23-216-241-218.deploy.static.akamaitechnologies.com,443,https
2016-05-30 00:52:08.872,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,104.244.43.103,137,netbios-ns
2016-05-30 02:10:01.383,C:\Windows\System32\CompatTelRunner.exe,AUTORITE NT\Système,tcp,MyComputer,49875,,a23-206-7-161.deploy.static.akamaitechnologies.com,80,http
2016-05-30 02:10:01.520,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49876,,134.170.51.247,443,https
2016-05-30 02:10:02.335,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,134.170.51.247,137,netbios-ns
2016-05-30 02:10:05.215,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,49879,,134.170.178.97,443,https
2016-05-30 02:10:05.370,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,134.170.178.97,137,netbios-ns
2016-05-30 03:02:44.907,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49890,,104.244.43.135,443,https
2016-05-30 03:02:45.373,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,104.244.43.135,137,netbios-ns
2016-05-30 07:02:44.439,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,49950,,a92-122-51-57.deploy.akamaitechnologies.com,80,http
2016-05-30 10:32:44.520,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,50004,,104.244.43.231,443,https
2016-05-30 10:32:45.577,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,104.244.43.231,137,netbios-ns
2016-05-30 16:17:45.609,C:\Windows\System32\backgroundTaskHost.exe,MyComputer\user,tcp,MyComputer,50096,,198.41.215.186,80,http
2016-05-30 16:17:45.727,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,198.41.215.186,137,netbios-ns
2016-05-30 16:32:44.283,C:\Users\user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,MyComputer\user,tcp,MyComputer,50102,,msnbot-207-46-194-14.search.msn.com,80,http
2016-05-30 16:32:44.389,C:\Users\user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,MyComputer\user,tcp,MyComputer,50103,,a23-214-35-31.deploy.static.akamaitechnologies.com,443,https
2016-05-30 16:32:44.511,C:\Users\user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,MyComputer\user,tcp,MyComputer,50104,,198.41.215.186,80,http
2016-05-30 16:55:48.013,C:\Windows\System32\backgroundTaskHost.exe,MyComputer\user,tcp,MyComputer,50119,,msnbot-207-46-194-33.search.msn.com,443,https
2016-05-30 17:00:41.078,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50120,,131.253.61.100,80,http
2016-05-30 17:00:41.478,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50121,,131.253.61.100,443,https
2016-05-30 17:00:42.016,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,131.253.61.100,137,netbios-ns
2016-05-30 18:33:53.718,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50149,,131.253.61.68,80,http
2016-05-30 18:33:53.963,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50150,,131.253.61.68,443,https
2016-05-30 18:33:54.147,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50151,,a23-55-155-27.deploy.static.akamaitechnologies.com,80,http
2016-05-30 18:33:54.586,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,131.253.61.68,137,netbios-ns
2016-05-30 20:30:38.565,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50185,,157.55.133.204,443,https
2016-05-30 20:30:39.458,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,157.55.133.204,137,netbios-ns
2016-05-30 20:30:40.427,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50187,,191.234.72.190,443,https
2016-05-30 20:30:40.464,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,191.234.72.190,137,netbios-ns
2016-05-30 20:32:02.649,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50198,,131.253.61.98,80,http
2016-05-30 20:32:02.870,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50199,,131.253.61.98,443,https
2016-05-30 20:32:02.907,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,131.253.61.98,137,netbios-ns
2016-05-30 21:36:33.537,C:\Windows\System32\SIHClient.exe,AUTORITE NT\Système,tcp,MyComputer,50224,,157.56.77.139,443,https
2016-05-30 21:36:34.363,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,157.56.77.139,137,netbios-ns
2016-05-31 00:03:03.250,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50266,,131.253.61.66,443,https
2016-05-31 00:03:04.147,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,131.253.61.66,137,netbios-ns
2016-05-31 02:29:56.240,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50308,,134.170.165.253,443,https
2016-05-31 02:29:56.654,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,134.170.165.253,137,netbios-ns
2016-05-31 07:17:45.333,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,50383,,a84-53-134-25.deploy.akamaitechnologies.com,80,http
2016-05-31 18:33:53.726,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50564,,131.253.61.96,80,http
2016-05-31 18:42:47.679,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50568,,131.253.61.66,80,http
2016-05-31 19:17:45.702,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,50577,,a23-214-64-233.deploy.static.akamaitechnologies.com,80,http
2016-05-31 20:05:04.821,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50601,,157.56.77.139,443,https
2016-05-31 20:05:08.550,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50604,,8.253.82.62,80,http
2016-05-31 20:05:08.681,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,8.253.82.62,137,netbios-ns
2016-05-31 22:32:49.033,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_17.7012.23531.0_x64__8wekyb3d8bbwe\HubTaskHost.exe,MyComputer\user,tcp,MyComputer,50657,,104.214.35.244,443,https
2016-05-31 22:32:49.819,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,104.214.35.244,137,netbios-ns
2016-05-31 22:32:50.304,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_17.7012.23531.0_x64__8wekyb3d8bbwe\HubTaskHost.exe,MyComputer\user,tcp,MyComputer,50659,,23.97.209.97,443,https
2016-05-31 22:32:50.832,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,23.97.209.97,137,netbios-ns
2016-06-01 00:03:16.244,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50682,,131.253.61.80,443,https
2016-06-01 00:03:17.138,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,131.253.61.80,137,netbios-ns
2016-06-01 00:50:31.797,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,50701,,a104-81-56-247.deploy.static.akamaitechnologies.com,80,http
2016-06-01 00:50:31.883,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,50702,,a104-81-56-247.deploy.static.akamaitechnologies.com,443,https
2016-06-01 02:03:18.291,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,50726,,66.119.144.158,443,https
2016-06-01 02:03:19.103,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,66.119.144.158,137,netbios-ns
2016-06-01 06:17:46.673,C:\Windows\System32\backgroundTaskHost.exe,MyComputer\user,tcp,MyComputer,50789,,a23-206-41-169.deploy.static.akamaitechnologies.com,443,https
2016-06-01 13:01:15.275,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,50888,,msnbot-191-232-139-55.search.msn.com,443,https
2016-06-01 20:00:24.791,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,51023,,msnbot-191-232-139-86.search.msn.com,443,https
2016-06-01 21:10:25.113,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,51047,,msnbot-191-232-139-141.search.msn.com,443,https
2016-06-01 21:10:25.324,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,51048,,msnbot-191-232-139-80.search.msn.com,443,https
2016-06-01 21:18:41.151,C:\Windows\System32\svchost.exe,AUTORITE NT\SERVICE LOCAL,udp,239.255.255.250,3702,ws-discovery,169.254.177.157,59399,
2016-06-01 21:18:53.200,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,169.254.177.157,137,netbios-ns
2016-06-01 23:17:14.290,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51092,,104.244.43.71,443,https
2016-06-01 23:17:43.592,C:\Windows\System32\backgroundTaskHost.exe,MyComputer\user,tcp,MyComputer,51094,,msnbot-207-46-194-25.search.msn.com,443,https
2016-06-01 23:17:43.761,C:\Windows\System32\backgroundTaskHost.exe,MyComputer\user,tcp,MyComputer,51095,,198.41.214.183,80,http
2016-06-01 23:17:44.037,C:\Windows\System32\backgroundTaskHost.exe,MyComputer\user,tcp,MyComputer,51096,,msnbot-207-46-194-14.search.msn.com,80,http
2016-06-01 23:17:44.567,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,198.41.214.183,137,netbios-ns
2016-06-01 23:36:08.471,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51104,,a23-206-7-161.deploy.static.akamaitechnologies.com,80,http
2016-06-01 23:36:08.650,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51105,,65.55.113.11,80,http
2016-06-01 23:36:09.179,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,65.55.113.11,137,netbios-ns
2016-06-01 23:54:49.951,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51120,,131.253.61.84,443,https
2016-06-01 23:54:50.839,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,131.253.61.84,137,netbios-ns
2016-06-02 00:15:24.728,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51133,,131.253.61.82,443,https
2016-06-02 00:15:25.639,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,131.253.61.82,137,netbios-ns
2016-06-02 06:32:49.142,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51241,,131.253.61.84,80,http
2016-06-02 14:01:34.617,C:\Windows\System32\svchost.exe,AUTORITE NT\SERVICE RÉSEAU,tcp,MyComputer,51355,,a92-122-51-72.deploy.akamaitechnologies.com,80,http
2016-06-02 14:18:08.155,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51367,,msnbot-191-232-139-170.search.msn.com,443,https
2016-06-02 14:47:47.032,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,51382,,a23-65-37-103.deploy.static.akamaitechnologies.com,80,http
2016-06-02 16:32:46.711,C:\Users\user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,MyComputer\user,tcp,MyComputer,51408,,a23-206-32-247.deploy.static.akamaitechnologies.com,443,https
2016-06-02 18:42:47.899,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51443,,134.170.115.62,443,https
2016-06-02 18:42:48.790,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,134.170.115.62,137,netbios-ns
2016-06-02 18:42:57.762,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51448,,https-87-248-214-1.lon.llnw.net,80,http
2016-06-02 18:42:57.952,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51449,,cds978.lon.llnw.net,80,http
2016-06-03 01:02:47.362,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,51560,,a184-30-100-215.deploy.static.akamaitechnologies.com,80,http
2016-06-03 01:02:47.432,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,51565,,a184-30-100-215.deploy.static.akamaitechnologies.com,443,https
2016-06-03 01:54:27.279,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51577,,134.170.51.190,443,https
2016-06-03 01:54:27.754,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,134.170.51.190,137,netbios-ns
2016-06-03 02:17:47.437,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,51585,,a23-64-30-26.deploy.static.akamaitechnologies.com,80,http
2016-06-03 05:19:27.688,C:\Windows\System32\SIHClient.exe,AUTORITE NT\Système,tcp,MyComputer,51633,,157.55.133.204,443,https
2016-06-03 07:32:47.655,C:\Windows\explorer.exe,MyComputer\user,tcp,MyComputer,51671,,a92-122-51-72.deploy.akamaitechnologies.com,80,http
2016-06-03 10:33:35.410,C:\Windows\System32\svchost.exe,AUTORITE NT\Système,tcp,MyComputer,51716,,157.56.77.138,443,https
2016-06-03 10:33:36.247,System,AUTORITE NT\Système,udp,MyComputer,137,netbios-ns,157.56.77.138,137,netbios-ns
