IP,NETNAME,ORGANIZATION,COUNTRY,DNS RESOLVE
131.253.61.0-131.253.61.255 (131.253.61.203),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.204),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.205),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.206),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.207),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.208),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.209),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.210),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.211),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.212),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.213),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.214),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.215),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.216),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.217),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.218),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.219),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.220),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.221),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.222),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.223),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.224),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.225),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.226),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.227),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.228),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.229),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.230),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.231),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.232),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.233),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.234),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.235),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.236),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.237),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.238),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.239),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.240),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.241),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.242),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.243),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.244),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.245),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.246),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.247),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.248),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.249),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.250),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.251),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.252),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.253),MICROSOFT,Microsoft Corp (MSFT-Z),US,
131.253.61.0-131.253.61.255 (131.253.61.254),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.30.202,MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.51.246,MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.1),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.2),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.3),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.4),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.5),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.6),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.7),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.8),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.9),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.10),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.11),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.12),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.13),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.14),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.15),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.16),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.17),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.18),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.19),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.20),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.21),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.22),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.23),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.24),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.25),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.26),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.27),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.28),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.29),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.30),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.31),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.32),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.33),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.34),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.35),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.36),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.37),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.38),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.39),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.40),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.41),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.42),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.43),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.44),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.45),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.46),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.47),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.48),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.49),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.50),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.51),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.52),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.53),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.54),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.55),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.56),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.57),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.58),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.59),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.60),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.61),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.62),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.63),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.64),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.65),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.66),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.67),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.68),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.69),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.70),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.71),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.72),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.73),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.74),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.75),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.76),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.77),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.78),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.79),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.80),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.81),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.82),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.83),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.84),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.85),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.86),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.87),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.88),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.89),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.90),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.91),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.92),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.93),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.94),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.95),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.96),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.97),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.98),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.99),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.100),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.101),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.102),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.103),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.104),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.105),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.106),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.107),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.108),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.109),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.110),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.111),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.112),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.113),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.114),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.115),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.116),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.117),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.118),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.119),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.120),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.121),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.122),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.123),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.124),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.125),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.126),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.127),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.128),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.129),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.130),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.131),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.132),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.133),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.134),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.135),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.136),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.137),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.138),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.139),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.140),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.141),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.142),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.143),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.144),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.145),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.146),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.147),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.148),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.149),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.150),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.151),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.152),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.153),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.154),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.155),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.156),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.157),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.158),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.159),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.160),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.161),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.162),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.163),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.164),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.165),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.166),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.167),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.168),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.169),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.170),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.171),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.172),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.173),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.174),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.175),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.176),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.177),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.178),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.179),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.180),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.181),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.182),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.183),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.184),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.185),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.186),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.187),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.188),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.189),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.190),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.191),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.192),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.193),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.194),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.195),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.196),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.197),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.198),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.199),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.200),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.201),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.202),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.203),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.204),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.205),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.206),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.207),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.208),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.209),MICROSOFT,Microsoft Corp (MSFT-Z),US,
134.170.58.0-134.170.58.255 (134.170.58.210),MICROSOFT,Microsoft Corp (MSFT-Z),US,
